Text,Symptom
I've noticed that I'm stumbling and tripping more often and my balance isn't as good as it used to be,muscle_weakness
I feel like my arms and legs are weaker than they used to be and it's getting harder to move them,muscle_weakness
I'm having trouble climbing stairs and getting up from a chair even though I don't have any pain,muscle_weakness
I woke up with a stiff neck this morning and it's been bothering me all day,stiff_neck
I can't turn my head to one side without feeling a sharp pain in my neck,stiff_neck
My neck feels really tight and sore and I have a hard time finding a comfortable position,stiff_neck
I think I might have pulled a muscle in my neck because it's been stiff and achy for a few days now,stiff_neck
I'm having trouble sleeping because my neck is so stiff and uncomfortable,stiff_neck
My joints have been swollen and tender for a few days and it's starting to affect my mobility,swelling_joints
I noticed that my fingers and toes are looking puffy and red and my joints feel warm to the touch,swelling_joints
My knee joint feels really tight and swollen and I have a hard time bending it all the way,swelling_joints
I have a history of arthritis in my family and I'm worried that the swelling in my joints might be related,swelling_joints
I've been taking over-the-counter pain relievers for the swelling in my joints but it doesn't seem to be helping much,swelling_joints
I feel like my joints are really stiff and creaky especially when I first wake up in the morning,movement_stiffness
It takes me a while to get moving and loosened up even after I've been sitting for a short while,movement_stiffness
I feel like I'm moving in slow motion and my muscles and joints feel resistant to movement,movement_stiffness
I've noticed that my gait is uneven and shuffling because my stiffness makes it hard to take normal strides,movement_stiffness
I'm having trouble bending down to tie my shoes or pick things up off the floor because my movement feels stiff and limited,movement_stiffness
I feel like the room is spinning around me and it's making me feel dizzy and disoriented,spinning_movements
Whenever I turn my head or change positions quickly I get a sudden rush of spinning sensations,spinning_movements
I've been experiencing episodes of vertigo where everything around me starts to spin and I feel like I might fall,spinning_movements
I've noticed that I'm having trouble with my balance and I think it might be related to the spinning movements in my head,spinning_movements
The spinning sensations are making it hard for me to concentrate and focus on anything else,spinning_movements
I feel like I'm losing my balance a lot lately and I'm scared I might fall,loss_of_balance
Sometimes I feel like the room is spinning or moving and it's hard to stay balanced,loss_of_balance
I've noticed that I'm stumbling or tripping more often than usual and it's starting to worry me,loss_of_balance
I feel like I'm walking on a boat or a trampoline and it's making me feel really disoriented,loss_of_balance
I've been having trouble standing or sitting without support and it feels like my balance is just off,loss_of_balance
I feel like I'm swaying or rocking even when I'm standing still and it's making me feel really unsteady,unsteadiness
Sometimes I feel like the ground is moving under my feet and I can't seem to stay still,unsteadiness
I've been having trouble walking in a straight line or keeping my balance and it's making me feel really unsteady,unsteadiness
I feel like I'm on a boat or a train even when I'm standing still and it's making me feel really dizzy,unsteadiness
I feel like my body is moving in slow motion and it's hard to keep up with my surroundings,unsteadiness
I've noticed that one side of my body feels weaker than the other and it's starting to affect my daily activities,weakness_of_one_body_side
I'm having trouble lifting or carrying things with one hand or arm and it feels like it's weaker than the other side,weakness_of_one_body_side
My leg feels like it's giving out or dragging and it's hard to walk normally,weakness_of_one_body_side
I've noticed that one side of my face feels droopy or numb and it's starting to worry me,weakness_of_one_body_side
I'm having trouble with my coordination and it feels like one side of my body isn't responding as well as the other,weakness_of_one_body_side
I've noticed that I can't smell things as well as I used to and it's been like this for a while,loss_of_smell
I've been having trouble smelling strong odors or subtle scents and it's starting to affect my appetite and enjoyment of food,loss_of_smell
I can't smell anything at all and it's making me feel really disconnected from my environment,loss_of_smell
I've noticed that things don't smell the way they used to and it's starting to affect my sense of taste too,loss_of_smell
I've been having trouble smelling things that I know should have a strong scent like perfume or food and it's really frustrating,loss_of_smell
I've been feeling a constant pressure or urgency to urinate even when my bladder is empty,bladder_discomfort
Sometimes I feel like I can't hold my urine for very long and I'm worried I might have an accident,bladder_discomfort
I'm having pain or discomfort when I urinate and it's making me feel really uncomfortable,bladder_discomfort
I feel like I'm not emptying my bladder completely and it's making me feel like I need to go all the time,bladder_discomfort
I've noticed that my urine has a strong odor or unusual color and I'm worried it might be related to my bladder,bladder_discomfort
My urine has a really strong unpleasant odor,foul_smell_of_urine
I've noticed that my urine smells different than usual and it's making me worried,foul_smell_of_urine
My urine smells like ammonia and it's been like this for a few days now,foul_smell_of_urine
I've had a persistent foul smell in my urine despite drinking a lot of water,foul_smell_of_urine
I'm experiencing a strong fishy smell in my urine and it's making me really uncomfortable,foul_smell_of_urine
I feel like I need to pee all the time even when my bladder is empty,continuous_feel_of_urine
I've been going to the bathroom every few minutes and it's starting to disrupt my daily routine,continuous_feel_of_urine
I have a constant urge to urinate even when I've just gone to the bathroom,continuous_feel_of_urine
I feel like I can't hold my urine in for very long and it's becoming a problem,continuous_feel_of_urine
I'm having trouble sleeping through the night because I keep waking up to go to the bathroom,continuous_feel_of_urine
I've been having a lot of gas lately and it's really embarrassing,passage_of_gases
I feel bloated and uncomfortable because of all the gas I'm passing,passage_of_gases
I've noticed that I'm passing gas more often than usual even after eating small meals,passage_of_gases
I feel like there's a lot of pressure in my stomach and it's causing me to pass a lot of gas,passage_of_gases
I'm experiencing painful cramps and bloating along with the gas,passage_of_gases
I've been experiencing a persistent itch deep inside my ear and it's really uncomfortable,internal_itching
I feel like there's an itch that I can't scratch inside my nose,internal_itching
I've been experiencing itching in my anus and it's really uncomfortable,internal_itching
I'm feeling itchy inside my vagina and it's causing me a lot of discomfort,internal_itching
I've been experiencing an internal itch in my throat that's making it hard to swallow,internal_itching
I feel really unwell and my appearance reflects it with my skin looking pale and my eyes sunken,toxic_look_(typhos)
I have a fever and my face looks flushed and tired all the time,toxic_look_(typhos)
I'm experiencing severe fatigue and it's showing in the way I look,toxic_look_(typhos)
I'm feeling really nauseous and my skin looks yellowish and sickly,toxic_look_(typhos)
I have a general feeling of malaise and my appearance looks tired and sick,toxic_look_(typhos)
I've been feeling really down lately and I don't know why,depression
It's hard for me to find enjoyment in things I used to love doing,depression
I've been sleeping more than usual and having trouble getting motivated,depression
I've been feeling guilty and worthless even when there's no real reason to,depression
I've been having thoughts of self-harm or suicide and I'm really scared,depression
I've been snapping at people for no reason and getting really impatient,irritability
I've noticed that I'm getting angry and frustrated more easily than usual,irritability
Even small things are setting me off and making me feel irritable,irritability
I'm finding it hard to control my emotions and it's causing problems in my relationships,irritability
I'm feeling really agitated and restless all the time,irritability
I've been having a dull ache in my muscles especially in my arms and legs,muscle_pain
My muscles feel sore and tender to the touch like I've been working out too hard,muscle_pain
It's been hard for me to move around and do everyday tasks because of the pain,muscle_pain
I've noticed that the pain gets worse when I'm stressed or anxious,muscle_pain
I'm experiencing muscle spasms and cramps that are really uncomfortable,muscle_pain
I feel confused and disoriented like I don't know where I am or what's going on,altered_sensorium
I'm having trouble remembering things and feel like I'm in a fog,altered_sensorium
I feel like my thoughts are jumbled and I can't focus on anything,altered_sensorium
I'm having trouble speaking and my words aren't coming out right,altered_sensorium
I'm feeling lightheaded and dizzy like I might pass out,altered_sensorium
I've noticed these red spots appearing on my skin and they're spreading,red_spots_over_body
The spots are really itchy and sometimes even painful,red_spots_over_body
I'm feeling really self-conscious about the spots and they're making me anxious,red_spots_over_body
The spots are raised and bumpy and they're not going away,red_spots_over_body
I'm not sure if the spots are related to an allergic reaction or something more serious,red_spots_over_body
I've been experiencing a sharp pain in my belly especially after eating,belly_pain
My belly feels bloated and uncomfortable and I'm experiencing cramping,belly_pain
The pain in my belly is constant and doesn't seem to go away no matter what I do,belly_pain
I'm experiencing a burning sensation in my belly along with nausea and vomiting,belly_pain
My belly pain is radiating to my back and is starting to become unbearable,belly_pain
My periods have become irregular and unpredictable and sometimes they're very heavy,abnormal_menstruation
I'm experiencing severe cramping and pain during my periods which is unusual for me,abnormal_menstruation
I've been bleeding between periods or after sex and I'm not sure what's causing it,abnormal_menstruation
My periods have become much shorter and lighter and I'm worried it might be a sign of something serious,abnormal_menstruation
I haven't had a period in several months even though I'm not pregnant and I usually have regular cycles,abnormal_menstruation
I've noticed some dark patches of skin on my face and neck and I'm not sure what's causing them,dischromic_patches
There are some light-colored patches on my skin that look like vitiligo but I haven't been diagnosed with it,dischromic_patches
My skin has become discolored in certain areas and it's starting to make me self-conscious,dischromic_patches
I've had some red or brown patches on my skin that don't seem to go away even with treatment,dischromic_patches
I've noticed some white or gray patches on my skin that are starting to spread and I'm not sure what to do about it,dischromic_patches
My eyes have been tearing up a lot lately especially when I'm outside or around animals,watering_from_eyes
I've been experiencing a lot of eye discharge and watering and it's starting to blur my vision,watering_from_eyes
My eyes feel itchy and irritated and I've been rubbing them a lot which only makes the watering worse,watering_from_eyes
I'm having trouble wearing my contact lenses because my eyes are watering so much,watering_from_eyes
My eyes feel dry and scratchy but they're also watering constantly which is really uncomfortable,watering_from_eyes
I'm hungry all the time even right after I've eaten a meal,increased_appetite
I've been craving sweets and carbs more than usual and I can't seem to stop eating,increased_appetite
No matter how much I eat I never feel full or satisfied and I'm always looking for something else to eat,increased_appetite
I've gained weight recently and I think it might be because of my increased appetite,increased_appetite
I'm worried that my increased appetite might be a sign of an underlying medical condition,increased_appetite
I've been peeing a lot more frequently than usual even when I don't drink much water,polyuria
I feel like I constantly have to use the bathroom and sometimes I leak urine involuntarily,polyuria
My urine output has increased significantly and it's starting to affect my sleep and daily activities,polyuria
I've been feeling really dehydrated despite drinking plenty of fluids and I think it might be because of how much I'm urinating,polyuria
I've been experiencing a lot of bladder discomfort and pain and I've noticed that I'm urinating more frequently than usual,polyuria
Several of my relatives have been diagnosed with the same condition I'm experiencing so I'm worried that I might have it too,family_history
My family has a history of heart disease so I'm trying to be extra careful with my diet and exercise habits,family_history
My doctor asked about my family history during my checkup and it turns out that some of my relatives have had similar symptoms to mine,family_history
I'm concerned about my risk for certain diseases because they run in my family,family_history
I'm planning to get genetic testing done because I want to know if I have a higher risk for certain health conditions based on my family history,family_history
I've been coughing up phlegm that is thick and sticky almost like glue,mucoid_sputum
My sputum is white or light gray in color and has a slimy texture,mucoid_sputum
I've noticed that I'm producing more mucus than usual and it's making it difficult to breathe,mucoid_sputum
The sputum I'm coughing up has a distinct odor and taste which is concerning to me,mucoid_sputum
I've been experiencing chest congestion and my sputum is coming out in chunks which is really uncomfortable,mucoid_sputum
I've been coughing up sputum that is reddish-brown in color like rust,rusty_sputum
My sputum has a metallic taste and smells really unpleasant almost like blood,rusty_sputum
I'm worried that the rusty color of my sputum might indicate an infection or other underlying condition,rusty_sputum
I've noticed that my sputum is becoming more discolored over time and I'm concerned about what that might mean,rusty_sputum
My doctor told me that rusty sputum can be a sign of pneumonia so I'm going to get checked out,rusty_sputum
I've been having trouble focusing on tasks and remembering things lately,lack_of_concentration
My mind feels foggy and scattered and I'm having trouble keeping up with work and school,lack_of_concentration
I've noticed that I'm easily distracted and have to reread things multiple times to understand them,lack_of_concentration
I'm having trouble finishing projects and tasks because I can't stay focused for long periods of time,lack_of_concentration
I've been feeling really forgetful and absent-minded and it's starting to impact my daily life,lack_of_concentration
I've been having trouble seeing clearly lately especially at night,visual_disturbances
Sometimes my vision gets blurry or distorted like everything is out of focus,visual_disturbances
I've been seeing flashes of light or spots in my vision that are really distracting,visual_disturbances
It feels like there's a veil or curtain over my vision that I can't see through,visual_disturbances
I'm having trouble judging distances and depth perception which is making it hard to do things like drive or walk,visual_disturbances
I received a blood transfusion recently and now I'm feeling really weak and tired,receiving_blood_transfusion
I'm worried that the blood transfusion I received might have caused an infection or reaction in my body,receiving_blood_transfusion
I've been experiencing fever and chills after receiving a blood transfusion,receiving_blood_transfusion
I'm experiencing pain and swelling at the site where I received the blood transfusion,receiving_blood_transfusion
I'm concerned that the blood transfusion I received might not have been screened properly for diseases or infections,receiving_blood_transfusion
I got an injection recently and now the site is really red and swollen,receiving_unsterile_injections
I'm worried that the injection I received might have been contaminated or not sterile,receiving_unsterile_injections
I've been experiencing pain or itching at the site where I received the injection,receiving_unsterile_injections
I'm concerned that the injection I received might have caused an infection or other complication,receiving_unsterile_injections
I'm experiencing fever and chills after receiving an injection,receiving_unsterile_injections
I'm in a coma and don't know how long I've been unconscious,coma
I've been unresponsive and not waking up even when people try to rouse me,coma
I'm hooked up to machines and can hear beeping and other sounds around me but can't move or communicate,coma
My family says I went into a coma after an accident but I don't remember anything that happened,coma
I'm scared and feel like I'm trapped in my own body while in a coma,coma
I've been experiencing stomach pain and noticed that my stool is black and tarry,stomach_bleeding
I've been vomiting blood and feeling really weak and lightheaded,stomach_bleeding
I'm worried that the pain and discomfort in my stomach might be due to bleeding,stomach_bleeding
I've been feeling nauseous and bloated and my stomach is tender to the touch,stomach_bleeding
I've noticed blood in my stool and am concerned that it might be due to bleeding in my digestive tract,stomach_bleeding
My stomach feels really bloated and uncomfortable,distention_of_abdomen
I look like I'm pregnant even though I'm not,distention_of_abdomen
My pants feel really tight and I can't seem to suck my stomach in,distention_of_abdomen
I've been experiencing a lot of gas and discomfort after eating,distention_of_abdomen
My stomach feels really heavy and full even when I haven't eaten much,distention_of_abdomen
I've been drinking more than usual lately and it's starting to affect my daily life,history_of_alcohol_consumption
I'm worried that my drinking might be getting out of control,history_of_alcohol_consumption
I often drink to cope with stress or anxiety but I'm starting to realize it's not a healthy habit,history_of_alcohol_consumption
I've been getting into arguments with my loved ones because of my drinking,history_of_alcohol_consumption
I've noticed that I need to drink more and more to feel the same effects as before,history_of_alcohol_consumption
My ankles and feet are really swollen and it's hard to walk or stand for long periods of time,fluid_overload
I'm having trouble breathing and feel like I'm drowning in fluid,fluid_overload
I'm constantly thirsty but no matter how much I drink I still feel dehydrated,fluid_overload
I have to go to the bathroom frequently especially at night,fluid_overload
I feel really tired and fatigued all the time even though I'm getting enough rest,fluid_overload
I've been coughing up blood lately and it's really worrying me,blood_in_sputum
There are red streaks or spots in my phlegm when I blow my nose or cough,blood_in_sputum
I've been feeling really weak and tired lately and the blood in my sputum is making me more anxious,blood_in_sputum
I'm having trouble breathing deeply and my chest feels tight,blood_in_sputum
I have a persistent cough that won't go away and I'm concerned about the blood,blood_in_sputum
I've noticed that the veins on my calf are bulging and more visible than usual,prominent_veins_on_calf
My leg feels heavy and achy especially after standing or sitting for long periods of time,prominent_veins_on_calf
I have a throbbing or cramping sensation in my calf that won't go away,prominent_veins_on_calf
The skin around my calf feels itchy or irritated and the veins are tender to the touch,prominent_veins_on_calf
My leg looks discolored or red around the veins and I'm worried it might be a blood clot,prominent_veins_on_calf
I feel like my heart is racing or fluttering in my chest even when I'm not doing anything strenuous,palpitations
I've been experiencing some chest discomfort and shortness of breath along with my palpitations,palpitations
Sometimes I feel lightheaded or dizzy when I have palpitations,palpitations
My palpitations seem to be triggered by certain foods or drinks like caffeine or alcohol,palpitations
I'm really scared about my palpitations and worried it might be a sign of something serious,palpitations
I have a sharp pain in my foot or leg whenever I put weight on it making it hard to walk normally,painful_walking
My foot feels like it's burning or throbbing after just a few minutes of walking,painful_walking
My knee or ankle feels unstable or wobbly causing pain when I walk,painful_walking
The pain in my leg seems to be getting worse over time even though I've tried to rest it,painful_walking
I've noticed swelling or bruising around the painful area and it's making it hard to walk comfortably,painful_walking
I have red inflamed bumps on my face or body that are filled with pus and are really painful,pus_filled_pimples
I've tried over-the-counter acne treatments but nothing seems to be working to clear up my pus-filled pimples,pus_filled_pimples
Sometimes my pimples burst and release a yellowish fluid leaving behind a scab or scar,pus_filled_pimples
I'm embarrassed by my pimples and it's affecting my confidence and self-esteem,pus_filled_pimples
My pus-filled pimples seem to be getting worse spreading to other parts of my body and causing more discomfort,pus_filled_pimples
I have small dark bumps on my face or nose that are really noticeable and won't go away,blackheads
My blackheads are really stubborn and seem to be getting worse even though I've tried different skincare products,blackheads
Sometimes I squeeze or pick at my blackheads but it only makes them worse and leaves behind redness and irritation,blackheads
I'm self-conscious about my blackheads and it's affecting my social life and relationships,blackheads
I'm worried my blackheads might be a sign of a more serious skin condition and I should see a dermatologist,blackheads
I have marks or indentations on my skin that won't go away even though the injury or wound has healed,scurring
Sometimes my scars itch or feel uncomfortable especially if they are on a sensitive area like my face or hands,scurring
I'm really self-conscious about my scars and it's affecting my confidence and self-esteem,scurring
My scars are getting worse over time and I'm worried they might be a sign of a more serious condition,scurring
I've tried different scar creams and treatments but nothing seems to be working to improve the appearance of my scars,scurring
I've noticed my skin is starting to peel in patches especially on my hands and feet,skin_peeling
My skin feels dry and flaky and I've been noticing a lot of peeling around my fingernails,skin_peeling
I got a really bad sunburn a few weeks ago and now my skin is peeling in large sheets,skin_peeling
I've been using a new skincare product and now my face is peeling in certain areas,skin_peeling
My skin has been feeling really itchy and when I scratch I notice there's a lot of peeling skin,skin_peeling
My skin has been developing these small patches of silver-colored dust that won't rub off,silver_like_dusting
I've noticed my hair and scalp have a silver-like dusting that's hard to wash out,silver_like_dusting
When I scratch my skin I notice a silver-like dusting under my fingernails,silver_like_dusting
I've noticed a silver-like dusting on my clothing and bedding and I'm not sure where it's coming from,silver_like_dusting
My skin has a silver-like sheen to it almost like metallic paint,silver_like_dusting
I've noticed that my nails have small dents in them especially on my thumbs and index fingers,small_dents_in_nails
When I press on my nails I can feel small dents or bumps on the surface,small_dents_in_nails
My nails used to be smooth but now they have small dents that make them look uneven,small_dents_in_nails
I think I might have damaged my nails somehow because there are small dents and ridges all over them,small_dents_in_nails
My doctor told me that the small dents in my nails might be a sign of a nutritional deficiency,small_dents_in_nails
My nails have become red swollen and painful and I'm not sure what's causing it,inflammatory_nails
I've noticed that my nails are starting to lift away from the nail bed and there's a lot of inflammation around the edges,inflammatory_nails
My doctor told me that I have inflammatory nails and prescribed some medication to help with the pain and swelling,inflammatory_nails
I've been doing some research and it seems like inflammatory nails can be a sign of an autoimmune disease,inflammatory_nails
I've tried using topical treatments and soaking my nails but the inflammation doesn't seem to be going away,inflammatory_nails
I have a painful blister on my foot from wearing new shoes for too long,blister
I accidentally burned myself while cooking and now I have a blister on my finger,blister
I noticed a blister forming on my lip after spending a lot of time in the sun,blister
I have a blister on my hand from using a rake for too long without gloves,blister
I think I might be allergic to something because I keep getting blisters on my skin in random places,blister
I have a red painful sore that's developed around my nose,red_sore_around_nose
There's some swelling and tenderness around my nose and it looks like a sore,red_sore_around_nose
I've noticed a persistent red spot on my nose that's been getting worse,red_sore_around_nose
The skin around my nose feels raw and sore and there's some redness and tenderness,red_sore_around_nose
I'm experiencing some discomfort and tenderness on the skin around my nose which is also red and inflamed,red_sore_around_nose
There's some yellowish discharge oozing from a sore on my skin,yellow_crust_ooze
I've noticed some crusty yellowish patches on my skin that seem to be oozing,yellow_crust_ooze
There's a yellowish crusty substance oozing out of my skin that's causing some discomfort,yellow_crust_ooze
I have a rash or sore on my skin that's producing a yellowish crusty discharge,yellow_crust_ooze
I'm experiencing some itching and burning on my skin where there's a yellowish crusty discharge,yellow_crust_ooze
What's the expected outcome or prognosis for my condition?,prognosis
Can you give me some information about the prognosis for my illness?,prognosis
I'm concerned about my prognosis and wondering what my chances are for recovery,prognosis
Is there anything I can do to improve my prognosis or increase my chances of recovery?,prognosis
I'm hoping for a positive prognosis and looking for ways to stay optimistic,prognosis
I've noticed some light bleeding or spotting when I urinate,spotting_urination
My urine has some spots of blood in it which is concerning,spotting_urination
I'm experiencing some spotting or light bleeding during urination which is unusual for me,spotting_urination
There's some spotting or discoloration when I urinate that's causing me some discomfort,spotting_urination
I'm worried about the spotting or bleeding during urination and wondering if it's a sign of something serious,spotting_urination
I'm having trouble catching my breath and feeling short of breath,breathlessness
I've noticed that I'm getting breathless more easily even with simple activities,breathlessness
I'm experiencing some tightness in my chest and feeling breathless especially when I exert myself,breathlessness
I'm feeling breathless and wheezy like I can't get enough air into my lungs,breathlessness
I'm concerned about the breathlessness I'm experiencing and wondering if it's a sign of something serious,breathlessness
